device,trust
04180f014815,0.9815684895306324
8cfaba107459,0.9815684895306324
9852b1114142,0.9815684895306324
50ead6065491,0.9817951514508849
980c82113377,0.9820819851226176
00f4b9013653,0.9815684895306324
001f5b003837,0.9815684895306324
647791079692,0.9815684895306324
50ead6066235,0.9815684895306324
148fc6028173,0.9815685199117307
60c547077775,0.9815684895306324
ec852f154035,0.9815684895306324
d89e3f141734,0.9815684895306324
701124087905,0.9815684895306324
c48508132555,0.9815684895306324
f0d1a9157970,0.9815684895306324
0007ab000264,0.9815684895306324
f8db7f162327,0.9815684895306324
581243068610,0.9815495635590202
3cd0f8052930,0.9815191263160998
002669008847,0.9815495635590201
bc6778129778,0.9819847479410102
845181101191,0.9815684895306324
bc52b7129518,0.9815684895306324
5c0a5b073152,0.9814947075028397
00c610013180,0.9821379778892102
7c11be096697,0.9809990304885712
183451031777,0.9815684895306324
002557007499,0.9815922536306716
70aab2089038,0.9816217383619256
48dcfb061476,0.9815685654833274
b8b42e126299,0.9815684895306324
f0d1a9157724,0.9815684895306324
78ca04094908,0.9815685016830731
2002af036603,0.9815684895306324
3cd0f8053738,0.9815684895306324
50465d063927,0.9817850718922532
147dc5026692,0.9821156163093295
206432039470,0.9815931726569536
205476037933,0.9816607577667247
64a769080181,0.9815684895306324
001fe2003972,0.9815684895306324
e48b7f149744,0.9815684895306324
d83062139982,0.9820715167304603
e0c97a146752,0.9815684895306324
885395104165,0.9815684895306324
f81edf161120,0.9821293221072138
980c82113663,0.9815495635590201
885395104236,0.9815684895306324
40d32d057887,0.9815684895306324
78929c093007,0.9813786623270494
148fc6028078,0.9813224147466617
5c0a5b073039,0.9815684895306324
283737041212,0.9818734557794467
68a86d083595,0.9817728851010213
98d6bb115117,0.9815684895306324
44d884059470,0.9815684895306324
58c38b070918,0.9815931726569536
bcb1f3130328,0.9815684895306324
148fc6028524,0.9815684895306324
0c1420019974,0.9815684895306324
40d32d057985,0.9817691251649554
f0cba1157388,0.9815684895306324
28cfe9042367,0.9816765807422306
4860bc061215,0.9813883226879856
c09f42131174,0.9815684895306324
183f47032201,0.9815684895306324
28ef01044079,0.9816235494813472
a41731119049,0.9815362877459403
28cfda042131,0.9815684895306324
28cfda042110,0.9815683998597557
403004054803,0.9816259665348487
98b8e3114506,0.9815019899655805
dc2b61144562,0.981585650960473
78471d092340,0.9815684895306324
b4f0ab125705,0.9815684895306324
6cc26b087044,0.9816414845615675
f81edf161070,0.9816633624420513
b46293125160,0.9816425389095964
4cbca5063243,0.9815019817903805
403004054563,0.9813347673165547
88c663104659,0.9815684895306324
2016d8037480,0.9813900681212361
64b9e8080390,0.9816672220359179
980c82113014,0.9815684488847014
3c8bfe052394,0.9815684895306324
6021c0076715,0.981321446250668
78a3e4093943,0.9815684895306324
38484c049591,0.9816246703652718
902155108396,0.9815675258447107
80b686100202,0.9815684895306324
183451030932,0.9815684895306324
b407f9124515,0.9815684895306324
5ce2f4075904,0.9815191263160998
e0f847148902,0.9819101746525519
bc52b7129425,0.9815684895306324
885395104248,0.9815684895306324
18e2c2034179,0.9814944431897784
64b9e8081377,0.9818877539089925
24ab81040285,0.9815684895306324
0cdfa4022840,0.9815381577648337
183451031567,0.981959700472174
10bf48024366,0.9817629982016342
30f7c5046465,0.9815684895306324
50ead6066263,0.9812261369482108
b4f0ab125654,0.9815684895306324
bc3baf128637,0.9815191263160998
581faa069478,0.9815684895306324
942053109911,0.9815684895306324
f80cf3160840,0.9815684895306324
78471d092332,0.9815684895306324
e8cba1153040,0.9815684895306324
680927081988,0.9815684895306324
