device,trust
e4ce8f150655,0.9713214301908878
705681088090,0.9704865890670161
e0f847148476,0.970369472072415
000ce7000503,0.9706195509814227
00c610013161,0.9713143752799165
68a86d083738,0.9717991558711693
705681088331,0.971528157491812
18e7f4034317,0.9709583542008263
e0f847149136,0.9716672347322436
9803d8111198,0.9710655419306734
283737040924,0.9707677905315052
00376d010366,0.9711941431323194
9803d8111620,0.9718463397026
145a05025886,0.9716899030069317
842999100766,0.9711479460423352
7c11be096727,0.9703377406058321
40d32d058186,0.9713712746946375
28e02c042817,0.9701280346676219
b8c75d126992,0.9706998945753202
581faa069251,0.9714927626572245
44d884059705,0.9715504116006437
7073cb088560,0.9712096028788498
00264a008590,0.9701310996227522
28cfe9042490,0.9707293878301863
cc08e0135411,0.970863881960185
f40b93159361,0.9721243449777476
041e64015112,0.9716211282478286
90840d109296,0.970612520664921
44d884059835,0.9716454174737095
6021c0076546,0.9707463857034481
24ab81040246,0.9708674647621267
64b9e8081604,0.9715756666649004
14109f024993,0.9707026595475758
542696067682,0.9708116033641636
6cc26b087000,0.9708508379942373
542696067607,0.9697439792028066
d0b33f138110,0.9711273670061185
189efc033456,0.9706267638324868
6cc26b086790,0.9706849755304676
6cc26b086377,0.9709017283821243
6021c0076730,0.9709487965486908
64b9e8081199,0.9709756738781379
ec852f153495,0.9711654126525027
40a6d9056282,0.9714620530557209
542696067979,0.9712658267455571
7073cb088621,0.9720684069067067
7cc537099181,0.9715190118862853
4860bc061297,0.971553433941891
6cc26b086974,0.971064122300986
50465d064019,0.9711886443215643
7cc537099090,0.9702922521544164
044665015546,0.9708594380669304
6c3e6d085024,0.9710122046892073
581faa068818,0.9705844668744293
182032029916,0.9706435299930971
28e02c043238,0.9709834817576887
283737041005,0.9718153564899148
64b9e8081111,0.9709043624889339
7073cb088742,0.9708590695151312
28cfda042195,0.9708066011895867
50ead6066945,0.9710033007270141
542696067442,0.9703845561280442
044665015894,0.9717074909435802
581faa069116,0.9709643624677115
74458a090330,0.9708919696773582
dc2b61144826,0.9710824480152686
cc08e0135967,0.9717947141158632
cc08e0135794,0.9706326532500216
50ead6065853,0.9714101127911499
0c74c2020460,0.9706162560004613
980c82113304,0.970836433813654
18e7f4034601,0.9715336252719882
283737041151,0.9712744108168776
044665015977,0.970861198735488
8cfaba106909,0.9705781299426095
7073cb088830,0.9708524790996264
28cfda041951,0.9711132393540155
7073cb088658,0.9714384399496852
e4ce8f150971,0.9714626948710783
206432039481,0.9708356325728669
a00bba118008,0.9703714041348812
9027e4108819,0.9708796862050144
88c663104528,0.9710800273150926
00c610013083,0.9709028932610663
44d884059606,0.9715355236643117
f81edf161444,0.9708177794748476
88c663104994,0.9709362281827115
041e64015030,0.971406954095279
e80688151514,0.9710498605938506
6c3e6d084523,0.9705343757112346
b8c75d126606,0.9714178552180677
e0f847148818,0.9710081314668674
50465d063972,0.9711255239559146
28e02c043455,0.9711393653647686
28e02c043373,0.9718278014622913
206432038370,0.9715353858684384
d89e3f141400,0.9709360206189974
189efc033310,0.971478721213604
6c3e6d084595,0.9709142127105199
705681088391,0.9717388854062811
e0f847148691,0.9702264018724104
145a05026479,0.9703211760527006
182032030280,0.971095087843168
88c663104513,0.9714614549275373
e4ce8f150298,0.9702817357153567
581faa069794,0.9710157585739485
109add024002,0.9717473242169362
705681088234,0.971571154050049
50ead6065715,0.9709276223382097
a4d1d2119761,0.9705028804425012
885395103663,0.9709089887485011
bc52b7129699,0.9707525346024917
6cc26b086446,0.9710011151742814
145a05026455,0.9706688081070074
0c74c2021277,0.9703618015890405
189efc033615,0.9712103777363869
148fc6028805,0.9712902021878024
705681088369,0.9709887391668742
8c7b9d106452,0.9704289392873674
145a05025531,0.9716198997918295
cc08e0135426,0.9712842937724212
205476037707,0.9713501917694658
542696067382,0.9702698635772858
50ead6066856,0.9709422112472842
c42c03132242,0.9711030085559901
8c7b9d106491,0.971469948648373
0c715d020396,0.9707191895151321
98d6bb114684,0.9702746064817493
581faa069926,0.971526215289628
6021c0076491,0.9708432645767917
189efc033064,0.97165417710854
6cc26b086797,0.9698697839670142
50ead6066466,0.9706312394542527
cc08e0135976,0.9715571564726876
98d6bb114687,0.970572923961083
705681087976,0.97145348137832
44a7cf058981,0.9713551306685125
189efc033319,0.9718997475588472
18e7f4034389,0.9709164130459469
d8a25e143320,0.9712990060457233
e4ce8f150593,0.9700544650204059
581faa069480,0.9714669550722489
d83062139897,0.9718808545858042
5855ca070483,0.9713811597714145
5855ca070450,0.9704572286989529
50ead6066111,0.971033274220771
542696067423,0.9705124071451531
182032029797,0.9706938217687855
705681087978,0.9711557754214167
d89e3f141101,0.9703745630798002
145a05026049,0.9711157827048574
dc2b61145012,0.9708540549175294
44d884059797,0.9706468432926056
109add024006,0.9706707576844608
28e02c043819,0.9692507737071441
