device,trust
3c438e052183,0.9818048611673161
0018de002323,0.9818451608381785
189efc033405,0.9821120977597542
182032030188,0.9822626522301527
28e02c042733,0.9820767434116399
20c9d0039859,0.9819145782095736
206432038606,0.9819388486774232
18e7f4034501,0.9816767815742562
78929c093019,0.9816725089524072
145a05026365,0.9820286181088591
9027e4108731,0.9821932419382747
206432039554,0.9818090967620539
b8ff61127528,0.9816672220359202
206432038820,0.9816988813753661
002500007232,0.9824048962723281
4860bc060285,0.9820329370631424
145a05025319,0.9821925467608679
50ead6066179,0.9814495140212831
14109f024774,0.9822436043700663
182032030322,0.9819649768421259
8c7b9d106444,0.9807496141843842
980c82112514,0.9821944293034837
e4ce8f150857,0.9817655858371634
581faa068763,0.9819175079374062
040cce014370,0.9820888423172991
c8bcc8134121,0.9822369246639799
0026b0009117,0.9819245721179557
5855ca070439,0.9823398129166363
00c610013292,0.981980953109548
40d32d058036,0.9821134496744086
206432038916,0.9818724755486324
b8c75d126723,0.9818261002366183
002332005862,0.9822834348143828
206432039281,0.9822179059050979
d83062140066,0.9817810839028636
e0f847148859,0.9819037095747511
182032029749,0.9816672220359202
1caba7035743,0.9816762130094275
283737041108,0.981655589352735
28987b041657,0.9817292481436581
88c663104856,0.9820822556533872
a07591118678,0.9826114349249505
2002af036879,0.9822061567576774
d8a25e143230,0.9821756673810477
50465d063954,0.9822555410195491
d05162137776,0.9821453131872605
60334b077212,0.982404308987765
5c5948073967,0.9816874339909558
4860bc060294,0.9817763659458939
283737041196,0.9822352573347773
8c7b9d106449,0.9824553657745544
40a6d9055768,0.982213650981074
d487d8139187,0.9821811638388493
f0b479155426,0.9821178637605451
f0b479155504,0.9823583688697504
403004054942,0.982073693078169
b8c75d126800,0.9821115050577626
b8c75d126752,0.9817837117960687
705681088042,0.9821172091394635
286aba041402,0.9817760256719755
206432039475,0.9818227549842914
206432038681,0.9820625193546233
0026b0009005,0.9823083407371566
08606e019396,0.9812135568325855
980c82113346,0.9821512698187269
7c11be096991,0.981797881062096
6cc26b086879,0.9821103461909235
3451c9046918,0.9823305872460582
28e02c043097,0.9821301673100421
a80600120206,0.9821062224017297
64b9e8081377,0.9818877539089943
b8c75d126610,0.9819001818043969
e4ce8f150647,0.9816157077379765
0c715d020376,0.9816878107320146
d83062139994,0.9823123371566895
78ca39095287,0.9817972395250214
10bf48024366,0.9817629982016342
e80688151346,0.9820391349048881
6c3e6d085221,0.9824605324974731
0c74c2020658,0.9820528803506049
18e7f4034375,0.9821598140503479
88c663104702,0.982204377701079
4860bc060750,0.981918601848282
980c82113490,0.9822383963842601
041e64015465,0.9823217127934758
7c11be096603,0.9819895678173853
d83062139982,0.9820715167304598
a0f450118979,0.9814936266656799
50465d064015,0.9821440132306458
18e7f4034422,0.9816708443342441
18e7f4034513,0.9821780322528405
6c3e6d085428,0.9822242256726278
88308a102837,0.9822060910254254
705681087979,0.9817753298815259
a0f450118887,0.9822762486778434
283737041209,0.9814689661341113
24ab81040524,0.9818049622313595
542696068081,0.9821560424580211
44d884059740,0.9819218421339625
24ab81040359,0.9820078565105518
3ce072054005,0.9817772810743522
ec55f9153307,0.9815235217682889
88c663104655,0.9820208536520174
40a6d9055497,0.9817655770622667
7073cb088480,0.982049490855689
109add024153,0.9824294626626681
88c663104592,0.9821217632193731
