,542696068237,d05162137940,7073cb088646,7073cb088663,0c771a022437,6c3e6d085731,206432038945,147dc5026866,40a6d9055545,206432038916,50ead6065693,002500007232,5c5948074037,b8c75d126841,18e7f4034519,58b035070589,5c5948074023,b8c75d126951,fcc734163480,0026bb009383,6c3e6d085739,9803d8111454,dc2b61144912,18002d029353,00c610013244,7c11be096586,7c11be097044,9027e4108753,041e64015206,0c74c2021129,2002af036879,4860bc060546,1040f3023247,6c3e6d085793,18e7f4034552,148fc6028162,6c3e6d085597,8c7b9d106408,980c82112898,145a05026365,e0f847148456,e4ce8f150396,705681088265,4860bc060176,4860bc060484,c8bcc8134183,90840d109373,f0b479155600,206432038931,b8c75d126693,1093e9023590,145a05025500,f81edf161016,b8c75d126883,044665016096,dc2b61144911,b8c75d126767,24ab81040359,60fb42079060,64b9e8081070,f0b479155462,5855ca070177,145a05025960,64b9e8081078,40a6d9055840,28cc01041822,50465d063918,581faa069280,b8c68e126417,40a6d9056065,842999100621,a826d9120696,50465d063925,044665015904,50ead6065715,74e2f5091079,74e2f5091043,cc08e0135180,040cce014507,b065bd123568,7c6d62097684,189efc033126,b8c75d126897,a0f450118979,0c74c2020552,e0cb1d148049,64b9e8081108,fc253f163210,2002af036941,0016d4001819,a8fad8122072,d0b33f138163,5cb524075681,0017ca002224,68a86d083595,206432039373,90840d109338,cc08e0135969,5c0a5b072221,8c7b9d106449,
7c11be096586,0.9801495514084019,0.980212214040494,0.9801537825017154,0.9803294307974589,0.9799606348157017,0.9803593602552768,0.9802644312244272,0.9801645509148352,0.9803693690633951,0.9803293774019416,0.9799261793047453,0.9797692134999837,0.9801957656909415,0.9799897537153297,0.9802599426870663,0.9803573761565189,0.9801664387051848,0.9801699374141052,0.9802445167525338,0.9802280202342026,0.9800559698271234,0.979880391822354,0.9798371264183372,0.9797281389141462,0.9803559883775175,0.9820624939545524,0.97968205200003,0.9799612475108401,0.980390948818836,0.9799808618464431,0.9801169241052569,0.980138412301593,0.9802528976144272,0.9804614291783097,0.9802633815046208,0.9798118977005514,0.980138573422788,0.9802791281872819,0.9804163998295098,0.9800918708102927,0.9799075521284885,0.9798847892951288,0.9802035927033538,0.9803068833230281,0.980034239142175,0.9802568496918124,0.9799676768707309,0.9799876300670212,0.979983321317847,0.9801646732961704,0.9804103499154311,0.9798285322139189,0.9801645545645001,0.9799439122451798,0.9792624225387525,0.9802582305401902,0.9805430058208348,0.9799106478114555,0.9800583061641694,0.9801118556194857,0.979915508472333,0.9801096366577869,0.9802095455267361,0.9801655194691987,0.9802124407798111,0.9803552614038376,0.980307319911216,0.979728602615196,0.9800600165974995,0.9795826953840483,0.9805469016186384,0.9804048509030353,0.9803554653259057,0.9803776771273303,0.9802610121507669,0.9799601433181973,0.9802796548639725,0.9801327457839458,0.9801193147870036,0.9797777743989325,0.9799804219376789,0.9800206570505144,0.9801648894634225,0.9798780651389104,0.9798659592617361,0.9802038213258765,0.9799892330048116,0.9801117923518147,0.9803028600815386,0.9803820254332339,0.9803256239099367,0.9804826381121122,0.9800309963760734,0.9803545084921861,0.9801540637942654,0.9800776879956336,0.9803670018033763,0.9798076614717749,0.9802063572540243,0.9803509297459594,
7c11be097044,0.9802899184220586,0.9803451540811083,0.9802921712016521,0.9803429326764741,0.9800960622671869,0.9804924409545065,0.9805172871697873,0.9802961385218795,0.9802499344252411,0.9803426237231192,0.9801898385017949,0.9800218231095729,0.9802005178670443,0.9802445996931989,0.9803936641349053,0.9806135052229841,0.9802964198651634,0.9804194266828857,0.9803705219512879,0.9802431493192096,0.9801939361054752,0.9801417872386465,0.9800942392911757,0.9799917728892098,0.980492268538102,0.9801455400516166,0.9816471756634386,0.9800961636947273,0.9806407701090497,0.9802410723478256,0.9802465035296705,0.9801476961467317,0.9803912105202616,0.980592299248721,0.980516467735604,0.9799470314530274,0.9802698940074034,0.9802938449880184,0.9806658235035987,0.9802207626280408,0.9800452777571814,0.9801438243286218,0.9803419394618345,0.9804420991600721,0.9800470469635719,0.9803929077903625,0.9800979197703127,0.9802439255848779,0.9802420007655642,0.9802949584037236,0.9804187836185287,0.9800914217663539,0.9802952395021611,0.9799510487711569,0.9794008173341667,0.9803930227947683,0.9805456526796924,0.9801667717531811,0.9801945956497191,0.9803663207539767,0.9800478805110813,0.98024462541973,0.9803441183020274,0.9804182456103582,0.9804667706525086,0.9804914133927624,0.9804424443662924,0.9801142998440001,0.980195422782554,0.9798442951717813,0.9806696838513729,0.9806628408945172,0.9804914737823397,0.9803917107285709,0.9803931574540174,0.9800958301495813,0.9802939296799933,0.9801458003434014,0.9802474064718155,0.9800413593942296,0.979995551022686,0.9802709009686013,0.9802964726894079,0.9801410320968347,0.9799978992090246,0.9803418962437909,0.9802439307298582,0.98036665678611,0.9804410610710588,0.9803939783332757,0.9805873493779788,0.9806150412214365,0.9802908385233685,0.9804913003680691,0.980292184226286,0.9804610196352925,0.9802494514977531,0.9799456721240829,0.9803427289279721,0.9803505180475287,
9027e4108753,0.9799397937710256,0.980369490245225,0.9800671528836034,0.9801216092745669,0.9798723679312571,0.980270701946926,0.980174004177041,0.9801974937708273,0.980157652170662,0.980121631236459,0.9798384267880437,0.9798030757692611,0.9801049156384701,0.9800200162363095,0.9801709834671384,0.9802670592904063,0.9801995803381511,0.9802014858858601,0.980152554673501,0.9800207692143654,0.9799690052085681,0.9797919567977944,0.979993143981029,0.9796405688716149,0.9802675826934871,0.979924758796598,0.9795932405142587,0.9821158064251785,0.9801774245341387,0.9800137975762953,0.9800274141459214,0.9800491779024805,0.9801662201455982,0.9803715611373018,0.9801739081656672,0.9797237426623516,0.9799272901948558,0.9800699520082891,0.9803228628108193,0.9800016830768312,0.9798202066675255,0.979916180107459,0.9802402847058842,0.9802195689509696,0.9798240018467217,0.9801687922948046,0.9800004483300516,0.9800185665283438,0.979894660388156,0.9800706336357987,0.9802008214313559,0.9797402400451162,0.9799514309508679,0.9798543891733437,0.9791757929206405,0.9801702176703498,0.9804503008772947,0.9796985502387623,0.9799715705976393,0.9800224409695252,0.9799483241718575,0.9800213857380556,0.9802433508553086,0.98019735795685,0.980245209870838,0.9802676180557757,0.9803415758257781,0.9796411016675078,0.9799708659002618,0.97949398260593,0.9804532054717071,0.9803172601328326,0.980267728685771,0.9801679839550308,0.9801687743764484,0.979871414357979,0.9800703156005417,0.9799224829950879,0.9801518170478313,0.9796900468137907,0.9797731709178418,0.9800512165438517,0.980196367711208,0.9797899271119979,0.9798999677701472,0.9801169300306377,0.9798972004670548,0.9800222283013645,0.9802164276223035,0.9802942030913747,0.9802370099336739,0.9802719965607929,0.9799420751056093,0.9802679106021662,0.9800673686306726,0.97998913339954,0.9802766801761733,0.9798443378236327,0.9801186919202888,0.9802586015384926,
041e64015206,0.9800683686106645,0.9803820290876857,0.9801952794662196,0.980253213205054,0.980127524626454,0.9804063406233751,0.980555622806618,0.980332969821084,0.98054500549199,0.9802520796966243,0.9799635732861317,0.9801812696654107,0.9806135087107356,0.980398923362005,0.9804271059027628,0.9806475437586003,0.9804615262113882,0.9805887655483132,0.9805444140207764,0.9801494886916517,0.9800983227808672,0.9800430091307414,0.9802438292045784,0.9797656678789928,0.9805235255462069,0.9801812958599366,0.9799653322375431,0.9801268305157137,0.9821067268193188,0.9801414184032704,0.980170332895666,0.9803079656574424,0.9802944746874571,0.9807526372174143,0.9804365315499978,0.9799775137316065,0.9803123254185622,0.9802035963918998,0.9808302493732326,0.9803838816141266,0.9799496451966417,0.9800481261452542,0.980245498320085,0.9804718929890092,0.9799586194176052,0.9803006453924991,0.9802580920592568,0.9802733569712345,0.980270240182503,0.9803310358734143,0.9805848196922903,0.979867687688877,0.9804590216283285,0.9803649519302955,0.9793039195032568,0.9803041388936101,0.9807180646539781,0.9799560184457695,0.9802267329178509,0.9802771942415689,0.9802057033472574,0.9801551012350939,0.9804974840334109,0.9804553914162111,0.980623000403355,0.98039896703469,0.980471968956099,0.9798895105710035,0.9801064001035822,0.9796221847137266,0.9808445045210443,0.9805696802534503,0.9803993846400321,0.9804201778114563,0.9804264145436192,0.9800039288040303,0.9802032506968448,0.9800573014268467,0.9804174436226892,0.9798151381499802,0.979901890395128,0.9804338161312148,0.9804551510430097,0.9800384908121532,0.980037296530685,0.9802457369912944,0.9802766228218571,0.9802787716837718,0.9804669718498612,0.9804291615070708,0.9803658571501522,0.9805316801728061,0.9801956862314771,0.9805189433358954,0.9801970216542072,0.9802376792079768,0.9806644629130005,0.9798495519189812,0.9803711239546248,0.9807765271096786,
0c74c2021129,0.9805039529239714,0.9806799418040338,0.9805062888655045,0.9805567529615512,0.9803090271188477,0.9807058593609862,0.980607921489303,0.9806305600066251,0.9805842287964158,0.9805564038573884,0.9804038708071698,0.9801123986252213,0.980533954993615,0.9805781316176985,0.980606913926254,0.9808262292033623,0.9806314041021493,0.9806312345783353,0.9805826199575828,0.9804569948067314,0.9804075190156581,0.9803549925732005,0.9804289476944446,0.9802058235035744,0.9807054668025698,0.9803596316624573,0.9801567550439131,0.9804312043868695,0.9806089656833119,0.981738895243432,0.9804599749215261,0.9804825271913652,0.980605480820722,0.9808055941624861,0.9806078652179939,0.9801611264337666,0.9803605402723096,0.9805075845664966,0.9808778802401422,0.9804330954026996,0.9802592988510531,0.9804780538360088,0.9805559150589663,0.9806561663939785,0.9803836331762646,0.9806059633425643,0.9804328886024575,0.9805786188958313,0.9804552940392144,0.9806292709696466,0.9806310276853916,0.980305159592049,0.9805078101774383,0.9802853303514912,0.9796149349980191,0.9806065255110141,0.9808796957228206,0.980257603916169,0.9804083027787064,0.9804582131630921,0.9803827401482703,0.9804579602683712,0.9806787503117449,0.9806299284772118,0.9806791137776006,0.9807048710603092,0.9807777941015933,0.9802059425709894,0.9804089781384988,0.9800577242161731,0.980881156565249,0.9807543320950772,0.9807050926297659,0.9806058568188558,0.9807271837039052,0.9803096921838147,0.9805079587459424,0.9803595250821496,0.9805821768571543,0.9802553368961526,0.9802093965102078,0.9804824328836712,0.9806308606888875,0.9803546394139493,0.9803329277929166,0.9805560112952646,0.9804570790306837,0.9804581294659905,0.9806549731777194,0.980729043303331,0.9808005755062646,0.9807065512597324,0.9805044206716692,0.9807054416557128,0.980506454035433,0.9805527869842133,0.9805835936306578,0.9801598540203249,0.9805562534502964,0.9806845429696686,
2002af036879,0.9800352985319901,0.9805901811341102,0.9801612265139552,0.9803376270425442,0.9800907805144543,0.9807332294440372,0.9803936196698732,0.9804183556832858,0.9803824384365533,0.9803366949692773,0.9799325288000245,0.979898339237086,0.9803305112901161,0.9801197103796483,0.9803891432755681,0.9802458248951845,0.9805449258831749,0.9805464417465904,0.9805014183386819,0.9801133012417569,0.9800638623011166,0.9800084741495231,0.9799682759265271,0.97973454831989,0.980363980890227,0.9800197070601366,0.9796886323641617,0.9799712039419429,0.9802783226659187,0.9799890231095505,0.9821497634741527,0.9800273203578436,0.9802604715078538,0.9807140672768744,0.9803943123097084,0.9798205473899048,0.9802700342133515,0.9801660491791687,0.9804269676913443,0.979980260390094,0.9799150055263882,0.9798936199898123,0.9802114326567694,0.9804369010003798,0.9800439199017605,0.9803858440982589,0.9802222847269806,0.9801195332112804,0.9801128413825224,0.9802960243084855,0.9803015515936562,0.9798350357680113,0.9802956300673953,0.9799568992721398,0.9792698499892349,0.9805101389273909,0.9809193521077391,0.9800396172188617,0.9801898994492356,0.9803631497955132,0.9801718281550904,0.9802395363030023,0.9802201206003515,0.9802962041618785,0.9802226582241154,0.9804839659809286,0.9803165574091495,0.9797354309160494,0.9801907421467719,0.9797104681209641,0.980679224350385,0.9804120848865229,0.9804851138673989,0.9803847834351981,0.9803914452614132,0.9800904628898369,0.9801670283495534,0.9800194104182324,0.9807452074169378,0.9797847758576854,0.9798657029452331,0.980151656450469,0.9801745403858377,0.9798857021827028,0.9801201840922905,0.980211405691169,0.980241875812561,0.9802410574650651,0.9803105598765793,0.9802708761739047,0.9804535584861761,0.9804906332319857,0.9801604209420448,0.9803628587964014,0.9801614409579099,0.980083717655003,0.9802567852939348,0.9798149527953899,0.9802136395006029,0.9807317878210687,
4860bc060546,0.9800742994373717,0.9802574749733729,0.9800772523208656,0.9801296806401523,0.9800061820662274,0.9804049221812201,0.9803084447488611,0.9803324906467498,0.9804164804553965,0.9801308882497937,0.9798494832367606,0.979814531150481,0.9803655867906773,0.9801574508846171,0.9804284586842148,0.980527017422885,0.9802111722879557,0.9803357053601938,0.980164419653163,0.9800289216736815,0.9799792925857738,0.979926156412195,0.9798832635039244,0.9796514773776897,0.9802789632508366,0.9800570928218254,0.9796044008419075,0.9800075795430232,0.9803134531962872,0.980026257221052,0.9801609970371159,0.9820308102672716,0.9801763894315821,0.9805073817884831,0.9801836232941963,0.9798580944038039,0.9801856620981119,0.9802044896263724,0.9805844802621444,0.9801380201053845,0.9798306647475065,0.9799293790895917,0.9801276025713056,0.9802309379767238,0.9799580017190678,0.9803024293915564,0.980013221917542,0.9800320019859623,0.9799065644118199,0.9802089763667248,0.9803344318262873,0.9798770744634001,0.9803344040123246,0.9801129359926535,0.9791858923579028,0.9803036163844828,0.9807086784355667,0.9799567547652713,0.9799810668913287,0.9800331622001964,0.9799600883485098,0.9800323250431018,0.9802550995568206,0.9803323143249933,0.9802568968469851,0.9804010325035162,0.9803529842715979,0.9796521699163312,0.9799824567809572,0.9796284356524151,0.9808370266096076,0.980327054956861,0.9804013813655112,0.9801788606669602,0.9804284057246444,0.9798819514619884,0.9802042461295957,0.9800563155153481,0.9801639771532988,0.9797009878435913,0.9797813233771577,0.980310539483011,0.9803332741537129,0.979801182796747,0.979911362847586,0.9801271530346354,0.9799114010726637,0.9800333720753797,0.9802262994512155,0.980429221201421,0.9803715400885591,0.9805287320640214,0.980076406514817,0.9802783587139134,0.9800774333437916,0.9799999276608437,0.9804142358119718,0.9797309743432402,0.980129950239313,0.980519014816291,
1040f3023247,0.9810246985182768,0.9811982267539846,0.9811459751577731,0.9811969902013862,0.980948993205088,0.9813468799847701,0.9812477042650365,0.981148451623638,0.9812271610930606,0.9811969902049109,0.9809241065013878,0.9807525015769247,0.9810528410778194,0.9809776435299552,0.9812464158900358,0.9812253569972984,0.9811510120938606,0.9811509486888531,0.9811018950787898,0.9810969489873282,0.9810475784486928,0.9808755799077186,0.9808288678011551,0.9807260491983399,0.981345363599239,0.9809996574221975,0.9806769623138906,0.9809495534103793,0.9812486729594255,0.9809753285361007,0.9811008776384087,0.9810011436020416,0.9813669435664327,0.9814460201560706,0.9812474940405397,0.980800878660112,0.9810013173534975,0.9811478933503625,0.9812774868926677,0.9809526076199491,0.980898553629266,0.980876944223435,0.9811955771059304,0.9812965439962725,0.980900870848086,0.9812459892561036,0.9809523335384348,0.9809769673527307,0.980976257507511,0.9810273401291995,0.981150649736656,0.9808254875363824,0.981028810519769,0.9808044902660297,0.9802546151948103,0.9812466530847377,0.9813990617494585,0.9807790984628957,0.9810485925383847,0.9810980059854094,0.9809010479203919,0.9810981124048426,0.981197328239013,0.9811487226377098,0.9811976787251211,0.9813447209852851,0.9812962121297091,0.9807261558690016,0.9810481117744572,0.9805781177901165,0.9814000089836198,0.9813939787996349,0.9813447941309407,0.9812460163753525,0.9811252983003275,0.9809487039137992,0.9811477625311035,0.9809995812172593,0.9811027288556978,0.9807755566666898,0.9808493506908045,0.9810008735012444,0.9811486830007867,0.9808749919544314,0.9808524963280272,0.9811955771060031,0.9809779053165291,0.9810983165995599,0.9812948691542447,0.9812480015797261,0.9813209766821909,0.9813468403279666,0.9810248484206744,0.9813451562364985,0.9811460147783639,0.9810730037744545,0.9811027533341652,0.9807994076406169,0.9811960797269876,0.9812050634070068,
6c3e6d085793,0.9802062848013455,0.9806455673052462,0.980334350229296,0.9803892558946803,0.9801460820961911,0.9806704696112852,0.9805772426928551,0.9803519935878672,0.9806851580420026,0.9805130783710626,0.9801034067993764,0.980079256738361,0.980387872751144,0.9803030166291645,0.9805690082807352,0.9805405653556553,0.9806010513977426,0.9804832325984869,0.9806833952398493,0.9802867913310368,0.9802371221018701,0.9800625719961207,0.9801425794249579,0.9799055270286327,0.9806641523417761,0.9801932926608066,0.979859502392008,0.9802697342269457,0.9806989933571602,0.9801598780641707,0.9806782760067773,0.9803244066712904,0.9804335833569247,0.9815222726897219,0.9806965188197899,0.9801166438956513,0.9803290801446777,0.9803391824281011,0.9808519081020873,0.9802781699920792,0.9800927015353692,0.9801917679701848,0.9805096081643154,0.9806130960601471,0.9800986732186977,0.9804421389104993,0.9802769205239913,0.98029500447955,0.9804107749951091,0.9806022304432068,0.9804765304367083,0.9800058003942603,0.9806004265161482,0.9802554418251951,0.9794429902663331,0.9804446160282552,0.9809819647271779,0.9800966618413307,0.980368945278922,0.9804162924602879,0.9802235437438955,0.9805427922711133,0.9803925253721968,0.9803526040111168,0.9803951477412766,0.9805402197872125,0.9804943899058461,0.9799063960172604,0.9803678433236647,0.9797643999661813,0.9809937103331512,0.980585326239906,0.9805408350761561,0.98056076634707,0.9804465369995577,0.9802678433148546,0.9803443439843205,0.980319795850065,0.9806792258602232,0.9799549560264698,0.980039193034513,0.9803317343794963,0.9804758487882912,0.9800557145196022,0.9802986024384786,0.9803843934921523,0.9805438231380781,0.9805440978508406,0.9804838257623096,0.9804441420511572,0.9805075253383048,0.9805468957643049,0.9804572798975916,0.9805363089258294,0.9803345773432531,0.980254637949082,0.9806811022684484,0.979988185248408,0.9805112543739867,0.981047512283376,
18e7f4034552,0.9803571417471939,0.9807890908962225,0.9804833755808435,0.9805411475624433,0.9802936368966636,0.9806952583200321,0.9807240582217736,0.9806212368058519,0.9807151156182946,0.9805395026737691,0.9802517311225273,0.9802276209747942,0.9805405378261404,0.9804438501675574,0.980714231826651,0.9809344936795057,0.9807502490494704,0.9808739841112506,0.9808280126286022,0.9804366720202902,0.9803868008011041,0.980208426032235,0.9802930089839379,0.9800537276569903,0.9806886722135278,0.9803468643757786,0.9801302260511876,0.9804161600207373,0.9808513401911779,0.9804303499524961,0.9805770615666216,0.9805966173982692,0.9805825081706893,0.9809177535536545,0.9816953989252887,0.9802646428437733,0.9803571331841126,0.9804910870072779,0.9809999921746543,0.9805507889351119,0.9802373309606713,0.9803371526710872,0.9805337450696537,0.9806417653587548,0.9802469105501144,0.98058872187874,0.9804294064618984,0.980566813896159,0.980436281884429,0.9806192591877751,0.9806287988344963,0.9802780783342304,0.9806247188196614,0.9805259294274231,0.9795919398998215,0.9805934336541264,0.9811243329262948,0.9803662560684603,0.980511344751903,0.9805648896581349,0.9803724232387514,0.9805658903507959,0.9806644734360794,0.9807431802484943,0.9807891952569748,0.9806866141851721,0.9807606424579146,0.9800552795336156,0.9803925129947269,0.9799102217239836,0.9811325123316067,0.9809791207045662,0.9806872942308317,0.9805866646182599,0.9808363859214979,0.9802920945632324,0.9804914468283593,0.9803461733665765,0.9807032693110509,0.980103253066744,0.9801890737237664,0.9807208257355478,0.9807415534659452,0.9802051251133121,0.9805648932474682,0.9805334634707485,0.9804460809477117,0.9805662919539598,0.9806328600413418,0.9807175353836238,0.9806537157527894,0.9809397054811023,0.9806012283200918,0.9806885541406213,0.9804838008115743,0.9805250467307817,0.9808294825299111,0.9801371749374775,0.9805371284522809,0.9809400316743452,
148fc6028162,0.9799915795918658,0.9801681695914412,0.9801141678478402,0.9801655836775383,0.9799181123768922,0.980315358523738,0.9802178791298953,0.9801191430968681,0.9801964881153542,0.980165549704269,0.9798909881580344,0.9797226446048682,0.9800244409102137,0.9799469173266107,0.9803370676346193,0.9803156573139383,0.9801208253112029,0.980121327871397,0.9800729845308732,0.9800654833958967,0.9800157019923129,0.9798430624732576,0.9797974285527781,0.9796929403342473,0.9803140785829729,0.9799685793218268,0.9796446618713626,0.9799193289577283,0.9803412044460932,0.9799433553499418,0.9800699940310589,0.9800926322911118,0.9802133278209152,0.9805368279339414,0.980217162459959,0.9819441688291807,0.9799708963250263,0.9801160547897663,0.9803691762647804,0.9799228066949965,0.9798671193213597,0.9798455268056114,0.9801638946918484,0.9802650152619946,0.9798694615822836,0.9802145787958274,0.9799222688640702,0.9799463659963856,0.979943937794907,0.9801187654895258,0.9801212965748222,0.9797925504020644,0.9801192235914399,0.9798962800200698,0.9792228078848773,0.9802153758483767,0.9804912472563935,0.9797471513483975,0.9800168320307978,0.9800671626435782,0.9798713630883337,0.9800670749618274,0.9801671940522068,0.9801191470012961,0.9801680518702284,0.9803134376505808,0.9802654970074393,0.9796933291361026,0.9800170888170698,0.9795455044634989,0.9804932196611651,0.9803629776747415,0.980313620639412,0.9802142285832384,0.9802165474733595,0.9799177021447576,0.9801163655571525,0.9799683591963586,0.9801941033396029,0.9797424818133327,0.9798178850993731,0.9800932290378076,0.9802404521588188,0.9798422571592672,0.9798217087614435,0.9801638796406434,0.9800679823332347,0.980067440239345,0.9802631198194423,0.980217492740933,0.9802883956996253,0.9803159176574909,0.980113535277358,0.9803137897566859,0.9801142699168099,0.9800405176597439,0.9801946945983426,0.979767749758757,0.9801648660353286,0.9802972817320159,
6c3e6d085597,0.9800778951160729,0.9801433455515154,0.9800830403746297,0.9802584016280522,0.9800128258831428,0.980532739845811,0.980315158476238,0.9802185261350705,0.9801777424284834,0.9801366910788177,0.979853884976267,0.9799420024163746,0.9803719838607787,0.9801643979366934,0.980311002178523,0.9804107516368039,0.9802189306932423,0.9803437882928716,0.9801762359135,0.9800348632157223,0.9799852225808894,0.9799301623072186,0.9797659662323043,0.9796558548108688,0.9802859087851848,0.9800631665270848,0.9797332417650445,0.9798919767722886,0.980442900031077,0.9799095428078856,0.9802906629400256,0.980069333559444,0.9801822101039749,0.9805129237113429,0.9801917350399438,0.9797408991223395,0.9821299051662824,0.9802091548314955,0.980346710636667,0.9801445169369085,0.979838325577704,0.9798141185308152,0.9801330603867212,0.980236005420172,0.979965767031374,0.9803078209382659,0.9800198929559181,0.9799170907762355,0.9800330526365676,0.9799743717809954,0.9803434292013675,0.9797563258669949,0.9803381520655097,0.979875433138745,0.9791916804116667,0.9804320604187398,0.9805938362225569,0.9799603504790105,0.979988704719345,0.9800401455536184,0.979847041007284,0.9800394905189695,0.9801406494489537,0.980217112422483,0.9801429166812312,0.9804063207622857,0.980238221107854,0.9797797459744503,0.9799901783264461,0.9796323110090537,0.9806007680535196,0.9803343611643097,0.9804067473720436,0.9801844880095469,0.9801896848139195,0.9798900095143829,0.9802111517171231,0.980062677294829,0.9801735928751618,0.979706198042698,0.9797872649191985,0.9800726368421605,0.9800968140570647,0.9798064327150489,0.9797963582635109,0.9801334866422255,0.9800393618892245,0.9800407729359678,0.9802326668624364,0.9803130999531351,0.9803754738586276,0.9805336751549497,0.9799585643500952,0.9802837274099403,0.9800832060180552,0.9800047236670049,0.9801752399512347,0.9797368521315345,0.980257902880209,0.9805304982131652,
8c7b9d106408,0.980565772003867,0.9806231469593247,0.9805678472705837,0.9806195343666259,0.9803717943995685,0.9807693196152126,0.980672223717146,0.9805730798353444,0.9806526322191164,0.980619931314446,0.9803438562782105,0.9801768499628847,0.9806002999138764,0.9804007089997242,0.9806695350196906,0.9807689537592801,0.9805756566637203,0.9805758142348162,0.980527079095258,0.9805195368497323,0.9804698447880646,0.9802958080520783,0.9802515560889247,0.9801457989751626,0.9808902528550022,0.980543858641957,0.9800982703703498,0.980373668887768,0.9806742398981783,0.9803964735476174,0.9805243394162467,0.9805468044541928,0.9806669757025831,0.9808693182726763,0.9806717644942735,0.9802230844327119,0.9805455461745626,0.981829579436983,0.9808233766881167,0.9804983324732371,0.9803214544031158,0.9802989952649638,0.9806180162128577,0.9807197286499499,0.980445282973748,0.9806686962699118,0.9803770708955032,0.9804002328517663,0.9803981849072727,0.9804517162607256,0.9806967946732417,0.980367639881014,0.9805729214687862,0.9803508338759261,0.9796764873076208,0.9806689804255739,0.9808245208790421,0.9803222716857684,0.98047097647458,0.9805220601227527,0.9803252536119119,0.9805212835892106,0.9806210864766907,0.9805738271670171,0.9806221672778388,0.9807670820755415,0.9807194194019916,0.9801461857304,0.9805931260803116,0.9799983267013468,0.9809484696479509,0.9808172389112042,0.980767224853962,0.9806683117576653,0.9805489994970692,0.9803713956224285,0.9806920769316758,0.9805431455384845,0.9805267520948975,0.9801953263389127,0.9802719385532086,0.9804266557109871,0.9806961000943334,0.980295061298642,0.9802765202924804,0.9806176799576152,0.9803998208663616,0.9805215611926139,0.9807168209637376,0.980792894833128,0.9807414366171667,0.9808910837304314,0.9804457599955325,0.9807680274338381,0.9805679668612086,0.9804935336047973,0.9807727261261475,0.9802214496412318,0.9806182996538446,0.9807524622953773,
980c82112898,0.9807455780736841,0.9808125493840693,0.9806321149072637,0.980686169336828,0.9804398166446953,0.9809596415824972,0.9811065601010025,0.9808867266874435,0.9812123831902703,0.9808075932616339,0.9805221448390005,0.9804905747036865,0.980918558698892,0.9807087041221727,0.980859429695557,0.9811962432989803,0.9808882589561022,0.9808913169058757,0.9809650827182439,0.980584604528755,0.9805349493459805,0.9804769604584642,0.9807979898161943,0.9803241905800771,0.9809559181001392,0.9806114461990528,0.9803993894028248,0.9805612950675269,0.9811118580292589,0.9806980065074443,0.9807178053686962,0.9808590161936298,0.9807313268940502,0.9811829281268087,0.9809844947740847,0.980411483262757,0.9806182800668729,0.9807574601223011,0.981861629660512,0.980813082580851,0.9803862837910363,0.9807237502701134,0.9806821276976847,0.9810283360261235,0.9805130976325753,0.9807353940127032,0.9808105325993725,0.9809481831286193,0.9807016107276135,0.9811238293270743,0.9808896532070722,0.9804245195499872,0.9811260060789965,0.9806654984089419,0.9797407610397783,0.980737051318797,0.9811408482984094,0.9807493458257424,0.9805375311780155,0.9808321512556388,0.9805161162458798,0.980831204787505,0.9808098745600268,0.9808863565285053,0.9809336435571404,0.9808336390120297,0.98090684019101,0.9803251689811612,0.9806597348506868,0.9801787770735753,0.98163142581361,0.981004169902844,0.9808341418213956,0.9808552856915724,0.9809773100620098,0.9805597492833888,0.9807584182075588,0.9807321106828023,0.9808426103067225,0.9803737259959955,0.9803370062322312,0.9808623838047902,0.9808857090577644,0.980474719645655,0.9805876458790665,0.9806821935009667,0.9809504699994935,0.980953630637966,0.9807815814307903,0.9809817759029092,0.9809220014035546,0.9810820044279979,0.9807481671585623,0.9809545220078776,0.9806323348438236,0.980794570872769,0.981086557878399,0.980286037423419,0.9806851549754527,0.9813172355876337,
